Job_Title,Industry,Job_Status,AI_Impact_Level,Median_Salary_USD,Required_Education,Experience_Required_Years,Job_Openings_2024,Projected_Openings_2030,Remote_Work_Ratio_,Automation_Risk_,Location,Gender_Diversity_
Product/process development scientist,Transportation,Decreasing,Moderate,93592.41,PhD,11,4464,4516,73.56,36.29,Australia,59
Television camera operator,Transportation,Increasing,Low,55336.18,Associate Degree,10,2032,9338,63.11,54.58,Germany,25.22
Medical secretary,Entertainment,Decreasing,Moderate,82798.57,PhD,13,4410,4130,59.28,39.75,UK,69.28
"Scientist, forensic",Manufacturing,Decreasing,High,41466.28,Associate Degree,0,2522,1019,71.32,69.09,Germany,76.06
Secretary/administrator,Entertainment,Decreasing,High,46433.29,Associate Degree,6,5980,6271,61.65,68.55,USA,69.76
"Restaurant manager, fast food",Finance,Increasing,Low,56901.9,High School,9,441,3379,74.18,82.42,Brazil,44.45
Health and safety adviser,Finance,Decreasing,High,72511.25,Associate Degree,9,7138,4937,84.76,77,Australia,42.14
"Engineer, drilling",Transportation,Decreasing,Moderate,97488.72,PhD,13,7794,3319,51.8,35.53,UK,22.91
Market researcher,Finance,Decreasing,High,103772.19,PhD,17,4772,1018,98.95,63.54,India,21
Investment analyst,Entertainment,Decreasing,Moderate,49582.28,Associate Degree,13,1905,3564,57.92,80.18,UK,30.73
IT sales professional,Healthcare,Decreasing,Low,67771.64,Associate Degree,9,1359,2633,51.59,66.77,Canada,37.55
"Copywriter, advertising",Transportation,Decreasing,Moderate,84019.83,Bachelors Degree,15,6481,3143,40.43,63.68,India,79.09
Chiropractor,Entertainment,Decreasing,High,62005.93,High School,16,4718,3523,58.73,89.42,Germany,55.31
Wellsite geologist,Manufacturing,Increasing,High,71501.07,Bachelors Degree,11,6743,9608,60.12,86.61,UK,36.49
Lawyer,Healthcare,Decreasing,Moderate,89166.81,PhD,8,1523,501,42.34,44.86,Canada,79.76
Materials engineer,Education,Decreasing,High,67614.3,Associate Degree,16,5296,2016,62.83,80.04,China,60.67
Wellsite geologist,Retail,Decreasing,Low,60453.09,PhD,1,6342,1277,58.05,21.57,Australia,44.92
Environmental consultant,Retail,Decreasing,Low,30011.17,Bachelors Degree,1,4756,2878,40.33,71.68,Canada,77.01
"Designer, blown glass/stained glass",Manufacturing,Decreasing,Moderate,78607.19,Bachelors Degree,10,8254,6594,63.95,67.62,China,54.66
Gaffer,IT,Decreasing,Moderate,70968.38,Bachelors Degree,2,6062,4182,73.02,42.64,India,68.29
Retail buyer,Retail,Decreasing,Low,47615.74,High School,15,2420,4791,25.63,72.42,Germany,75.96
"Engineer, communications",Retail,Decreasing,High,45450.6,Masters Degree,4,6771,7389,61.59,65.17,Canada,22.65
Chartered loss adjuster,Transportation,Decreasing,Moderate,93430.81,PhD,12,4640,5408,50.17,66.33,Australia,67.62
Building surveyor,Entertainment,Decreasing,Moderate,68363.91,High School,17,5271,1382,53.45,78.41,USA,46.98
Set designer,Education,Decreasing,Moderate,77202.6,Masters Degree,16,7171,6413,80.93,50.24,UK,63.97
Oceanographer,Retail,Decreasing,Moderate,62964.14,Masters Degree,6,7840,4173,76.04,45,Brazil,76.55
"Engineer, mining",Healthcare,Decreasing,Low,126260.97,PhD,17,6669,4402,57.31,14.43,Germany,31.04
Mechanical engineer,Education,Increasing,Moderate,46445.04,High School,13,1227,5302,48.16,78.75,India,54.04
Solicitor,IT,Increasing,Moderate,77005.48,Associate Degree,10,4230,7038,54.66,65.56,India,44.72
"Investment banker, corporate",Finance,Decreasing,High,66473.63,Masters Degree,2,4595,3592,74.03,62.1,Australia,58
Visual merchandiser,Entertainment,Decreasing,High,37955.72,High School,7,8593,9408,65.79,68.3,Australia,58.07
"Sound technician, broadcasting/film/video",IT,Decreasing,High,94181.65,Bachelors Degree,18,3929,1051,100,55.2,Brazil,59.16
Video editor,Transportation,Decreasing,High,35908.68,High School,5,9164,5075,78.64,77.51,USA,27.03
Exhibition designer,Entertainment,Decreasing,Low,82717.86,Bachelors Degree,17,3633,2674,43.86,47.07,Brazil,77.06
"Engineer, land",Finance,Decreasing,Low,72558.27,Bachelors Degree,6,8350,2358,84.36,41.13,Australia,51.11
"Engineer, structural",Manufacturing,Decreasing,Low,56414.25,High School,5,2766,2304,32.29,82.31,Brazil,70.92
Air cabin crew,IT,Decreasing,Moderate,72976.7,High School,17,6060,3488,80.34,84.63,Brazil,36.66
Fisheries officer,Manufacturing,Decreasing,Moderate,67810.8,Associate Degree,17,9358,5978,71.52,49.65,China,73.72
Actuary,IT,Increasing,High,87995.48,PhD,1,1969,7276,100,37.29,China,52.94
Copy,Retail,Increasing,High,59850.92,Associate Degree,13,5341,8409,45.43,70.81,India,24.53
Academic librarian,Finance,Decreasing,High,83296.78,Associate Degree,17,3826,2180,82.92,69.81,Germany,79.43
Trading standards officer,Transportation,Decreasing,Moderate,52994.02,Associate Degree,8,885,2002,32.03,78.63,UK,40.58
Lexicographer,IT,Decreasing,Low,67860.63,Masters Degree,0,5854,507,76.56,31.77,Australia,55.64
Secretary/administrator,IT,Decreasing,Moderate,98774,PhD,7,7852,4542,98.18,42.07,Germany,29.3
Quality manager,Manufacturing,Decreasing,Moderate,58110.27,Bachelors Degree,10,8999,8295,76.32,74.4,Australia,26.65
Interpreter,Manufacturing,Increasing,High,59637.8,High School,10,6146,8220,50.38,91.47,Australia,74.44
"Geologist, engineering",Healthcare,Increasing,Moderate,109824.82,PhD,11,3053,6693,88.35,41.43,Brazil,53.64
Games developer,IT,Decreasing,Moderate,62061.24,High School,9,9611,2611,100,55.46,Australia,73.51
"Therapist, occupational",Healthcare,Increasing,Low,88820.98,PhD,3,1849,4764,75.63,29.59,UK,75.78
Diplomatic Services operational officer,Education,Decreasing,High,80268.33,PhD,8,5475,324,63.1,36.57,Canada,53.89
Airline pilot,Retail,Decreasing,Moderate,60466,Associate Degree,15,5998,6690,52.12,66.97,Brazil,43.28
Television production assistant,Finance,Decreasing,Low,36813.24,Associate Degree,2,5691,3500,65.97,67.04,Canada,72.85
"Engineer, agricultural",IT,Increasing,Moderate,75349.45,Associate Degree,13,1221,3783,78.76,65.63,India,44.91
Arboriculturist,Finance,Increasing,Moderate,123044.57,PhD,18,5881,9857,62.72,47.39,China,79.41
Press sub,Education,Decreasing,Low,43271.81,Bachelors Degree,1,9405,9311,42.92,43.54,USA,53
"Scientist, product/process development",Manufacturing,Increasing,High,70886.14,Masters Degree,3,2056,5969,63.8,59.86,Brazil,72.97
Industrial buyer,Transportation,Decreasing,Low,68318.64,Bachelors Degree,9,8217,8732,56.75,60.5,Australia,28.23
"Doctor, hospital",Retail,Decreasing,Moderate,55219.89,Masters Degree,11,7943,5167,83.8,66.44,Brazil,56.36
Artist,Education,Decreasing,Moderate,28000,High School,0,1180,1236,28.6,86.06,UK,41.9
Physiological scientist,Healthcare,Decreasing,Low,71728.53,Bachelors Degree,4,6280,5526,85.35,41.68,USA,31.96
Press photographer,Manufacturing,Increasing,High,56412.23,High School,17,2763,6849,53.97,82.78,China,38.31
Soil scientist,IT,Increasing,Moderate,110758.47,PhD,18,2238,5850,100,51.58,India,70.46
"Production assistant, radio",Education,Decreasing,Moderate,61593.98,High School,18,7054,4068,73.44,58.51,UK,57.31
Records manager,Manufacturing,Decreasing,High,96640.64,Masters Degree,19,8702,9681,68.94,63.42,China,72.72
"Embryologist, clinical",IT,Increasing,Low,100993.41,PhD,12,263,5321,49.66,22.93,Germany,35.31
"Therapist, art",Finance,Decreasing,Moderate,64136.81,High School,11,5708,668,100,64.97,India,74.84
Event organiser,Entertainment,Decreasing,Low,78417.02,Masters Degree,13,6636,3143,51.54,54.78,Brazil,73.8
"Psychologist, prison and probation services",IT,Increasing,High,89170.9,Associate Degree,14,447,4444,74.91,55,USA,62.05
Glass blower/designer,Transportation,Increasing,High,57158.38,Associate Degree,12,1129,9821,66.55,72.14,Canada,20.56
Contractor,Healthcare,Increasing,Low,89965.58,Bachelors Degree,18,873,4412,42.14,48.42,India,68.44
Ceramics designer,Retail,Increasing,Low,54416.86,PhD,4,7306,9500,68.7,36.33,UK,56.68
"Research officer, government",Healthcare,Decreasing,Low,83230.43,PhD,1,6201,6767,30.64,42.49,USA,36.99
Structural engineer,Transportation,Decreasing,High,34700.59,High School,2,8292,5341,48.78,74.64,China,68.03
Clinical biochemist,Entertainment,Increasing,High,66963.55,Associate Degree,18,174,5761,58.84,94.9,Germany,50.18
Museum/gallery exhibitions officer,Retail,Increasing,Moderate,41050.27,Associate Degree,7,4932,8888,40.5,78.97,India,23
"Therapist, sports",Education,Increasing,Moderate,53476.93,PhD,3,1599,9833,47.91,59.2,Germany,74.17
Oceanographer,IT,Decreasing,High,70505.42,High School,12,3031,1636,94.58,67.26,India,68.02
Veterinary surgeon,Finance,Decreasing,High,40499.15,High School,8,839,2073,79.76,100,India,39.82
"Solicitor, Scotland",Healthcare,Decreasing,High,57844.46,High School,10,821,1098,39.31,74.24,UK,35.39
Geoscientist,Education,Increasing,High,49301.76,Masters Degree,4,542,5892,67.08,71.77,Brazil,41.12
Insurance risk surveyor,Manufacturing,Decreasing,High,59967.35,PhD,0,253,889,48.7,56.23,Australia,29.24
Theatre manager,Retail,Increasing,Low,73586.54,Masters Degree,8,1362,7330,31.29,58.3,Germany,47.46
Hydrologist,Education,Increasing,Moderate,57518.6,Masters Degree,5,7317,9722,34.24,54.81,Canada,67.05
"Nurse, children's",Manufacturing,Decreasing,Low,92714.07,PhD,13,468,1652,61.03,51.44,USA,38.53
Textile designer,Entertainment,Decreasing,Moderate,105483.41,PhD,17,8368,1275,57.38,46.53,USA,36.65
Lexicographer,Transportation,Increasing,Moderate,87828.11,PhD,10,3829,6998,57.17,59.42,Germany,77.59
Consulting civil engineer,Finance,Increasing,High,69212.74,High School,11,954,6358,85.1,83.37,India,78.41
Actuary,Education,Increasing,Low,60422.05,PhD,0,2670,9534,31.19,57.55,USA,79.24
"Engineer, civil (contracting)",Transportation,Increasing,Moderate,104982.29,PhD,18,5202,9158,70.01,54.69,USA,24.38
Special educational needs teacher,Finance,Decreasing,Moderate,85717.7,Associate Degree,16,9406,1416,71.77,68.18,UK,39.91
Local government officer,Manufacturing,Decreasing,Low,78709.77,PhD,9,8859,6858,62.69,39.86,China,25.47
Ranger/warden,Entertainment,Decreasing,High,66256.22,PhD,6,6000,1197,73.05,59.35,UK,31.33
Colour technologist,Education,Increasing,Moderate,78999.47,Masters Degree,19,912,8419,80.27,64.43,China,50.57
Press sub,Entertainment,Decreasing,Low,49217.77,Bachelors Degree,4,5165,5966,41.61,58.55,Brazil,20.66
"Optician, dispensing",Healthcare,Decreasing,Low,99644.62,Masters Degree,13,8631,258,73.15,16.75,India,28.82
"Teacher, primary school",Transportation,Increasing,High,32828.68,High School,4,5465,9657,58.53,87.88,China,62.99
Operational researcher,IT,Decreasing,Moderate,52230.87,Associate Degree,8,6779,871,80.07,71.97,Germany,30.41
Town planner,Retail,Decreasing,High,65929.93,Bachelors Degree,15,7350,4308,64.03,53.16,Canada,46.82
"Engineer, production",Manufacturing,Decreasing,Moderate,99218.23,Masters Degree,18,6099,6869,51.46,61.2,China,54.27
"Geologist, engineering",Education,Decreasing,High,53407.36,PhD,8,7079,3516,45.63,62.62,UK,58.45
Contracting civil engineer,Healthcare,Decreasing,Moderate,67036.88,Associate Degree,11,7852,2049,69.21,48.85,UK,35.89
Chief Technology Officer,Finance,Decreasing,Moderate,112588.83,Masters Degree,20,8539,7662,85.47,33.08,Germany,20.63
Technical author,Healthcare,Decreasing,Moderate,47533.72,Bachelors Degree,3,1681,240,82.44,64.69,UK,28.23
"Secretary, company",Entertainment,Decreasing,Moderate,50503.33,Bachelors Degree,3,5674,4353,78.78,45.26,Germany,67.38
Rural practice surveyor,Education,Decreasing,Low,48299.44,Bachelors Degree,2,8555,6759,37.21,66.03,India,42.71
Industrial buyer,Manufacturing,Decreasing,High,66652.36,Associate Degree,12,2387,901,77.74,78.63,UK,26.68
Retail manager,IT,Decreasing,Moderate,74942.1,High School,8,4561,528,77.75,61.87,Australia,60.04
Armed forces operational officer,Manufacturing,Decreasing,High,71254.65,Bachelors Degree,15,5820,7277,63,89.88,China,37.31
"Scientist, audiological",Entertainment,Increasing,Moderate,64926.05,Masters Degree,6,3952,7215,64.33,57.39,Australia,68.79
Chief Strategy Officer,Transportation,Increasing,High,66640.47,Bachelors Degree,9,727,4576,41.27,70.28,USA,51.87
"Administrator, charities/voluntary organisations",Education,Decreasing,Moderate,55411.18,Associate Degree,14,9492,8414,47.19,67.52,China,72.34
"Production assistant, television",IT,Increasing,High,55849.25,Associate Degree,0,6977,8810,100,61.37,Australia,32.71
Quarry manager,Entertainment,Decreasing,High,58488.89,Bachelors Degree,4,2593,1068,60.46,69.18,Germany,65.68
"Engineer, civil (contracting)",Entertainment,Decreasing,High,82756.72,Bachelors Degree,15,7372,4014,36.8,61.2,Brazil,69.69
Field trials officer,Healthcare,Decreasing,Moderate,72598.59,PhD,3,9653,6532,76.43,22.06,Canada,38.81
"Surveyor, land/geomatics",Manufacturing,Increasing,Low,77140.17,Associate Degree,20,2107,8738,35.03,55.72,USA,73.67
Claims inspector/assessor,Healthcare,Decreasing,Low,81219.34,PhD,1,7971,3931,76.22,24.39,Canada,40.86
Historic buildings inspector/conservation officer,Manufacturing,Decreasing,High,42161.82,Bachelors Degree,5,9850,8183,79.08,84.15,India,65.11
Solicitor,Finance,Decreasing,Moderate,40011.35,High School,1,9125,9892,64.55,59.47,USA,43.8
Health and safety adviser,Retail,Increasing,High,32851.17,High School,14,2591,6730,66.86,99.49,Australia,71.06
"Engineer, civil (contracting)",Education,Increasing,High,71608.16,Masters Degree,19,3214,5964,73.49,78.17,UK,70.24
Field seismologist,Manufacturing,Increasing,Moderate,60028.36,Masters Degree,6,3845,9811,85.72,55.61,Canada,44.62
"Lecturer, higher education",IT,Decreasing,Low,70857.92,Associate Degree,11,3496,509,65.02,75.33,Australia,66.74
Information officer,Manufacturing,Decreasing,Low,53603.2,Associate Degree,5,8855,7394,33.3,71.64,Australia,66.3
Barrister,Transportation,Decreasing,Low,73505.13,Bachelors Degree,14,3974,479,46.74,59.39,Australia,77.64
Leisure centre manager,Manufacturing,Increasing,Low,74846.65,PhD,4,2476,7884,44.86,39.84,USA,46.54
Mental health nurse,Healthcare,Decreasing,Moderate,72556.23,PhD,0,4181,305,100,28.68,Canada,24.59
Plant breeder/geneticist,IT,Increasing,High,67650.07,Masters Degree,1,2941,9191,89.87,47.47,Brazil,43.59
Sports coach,IT,Decreasing,Low,67627.79,Bachelors Degree,2,8777,8707,87.29,48.45,India,57.42
Cartographer,Retail,Decreasing,High,65883.12,PhD,6,8922,3986,86.55,42.48,Canada,35.43
Immunologist,Finance,Decreasing,Low,62734.61,Masters Degree,0,3660,3272,80.42,41.97,Australia,74.83
Financial planner,Healthcare,Increasing,Moderate,54957.44,Masters Degree,2,1594,8646,66.07,23.43,Brazil,50.56
Microbiologist,IT,Increasing,Low,90931.96,Bachelors Degree,10,608,4114,62.59,33.64,UK,63.5
"Surveyor, building control",Retail,Decreasing,Low,57310,High School,19,4964,3625,45.29,71.23,India,76.59
"Geologist, wellsite",Entertainment,Decreasing,High,76162.96,Masters Degree,16,4598,4077,85.06,97.58,China,65.91
Armed forces operational officer,Entertainment,Increasing,High,116743.05,PhD,19,7720,9890,81.63,61.56,Australia,77.19
"Journalist, magazine",Education,Increasing,High,76087.49,PhD,13,7622,9843,69.16,64.48,Canada,77.16
Financial controller,Education,Decreasing,Moderate,51762.08,PhD,1,8568,1317,59.73,48.84,Germany,56.7
"Exhibitions officer, museum/gallery",Manufacturing,Decreasing,High,82217.38,High School,19,2795,3056,51.01,67.34,Australia,53.86
Ergonomist,Retail,Decreasing,High,53625.03,Bachelors Degree,9,7284,1262,62.81,44.22,USA,42.67
"Therapist, sports",Entertainment,Decreasing,Low,86429.52,PhD,6,5668,5308,33.65,53.63,Australia,40.88
Oncologist,Education,Decreasing,Low,57829.85,Bachelors Degree,12,3863,3344,81.12,62.47,USA,44.25
Geographical information systems officer,Finance,Decreasing,Moderate,47940.12,High School,5,8897,3242,56.64,78.14,Australia,28.79
Ceramics designer,Entertainment,Decreasing,Low,62531.23,Masters Degree,0,5295,2152,41.44,46.67,Brazil,36.65
Podiatrist,Education,Decreasing,Low,75507.78,Masters Degree,16,5805,4011,28.94,52.58,Canada,33.86
Systems developer,Entertainment,Increasing,Moderate,79277.41,Associate Degree,20,1214,6342,63.55,51.26,Australia,71.16
Agricultural engineer,Entertainment,Increasing,Moderate,87928.6,Bachelors Degree,13,5559,8280,85.36,54.52,India,36.02
English as a second language teacher,Manufacturing,Increasing,Moderate,74055.58,Masters Degree,5,1177,6696,39.58,52.1,UK,24.38
"Engineer, manufacturing",Manufacturing,Decreasing,High,28878.94,High School,1,9211,4424,41.11,93.01,China,41.7
Clinical embryologist,Education,Increasing,Low,64745.27,Bachelors Degree,12,6191,8845,47.75,58.2,UK,57.88
Software engineer,Healthcare,Decreasing,Moderate,87725.74,Bachelors Degree,9,9063,7224,44.38,64.39,Germany,70.39
Cartographer,Entertainment,Decreasing,High,52926.01,High School,11,8897,6656,47.71,78.97,Canada,45.13
Product manager,Finance,Increasing,High,87018.19,Associate Degree,16,6711,8552,80.5,58.22,China,33.55
Logistics and distribution manager,Transportation,Increasing,Moderate,38488.21,Associate Degree,0,2249,9415,66.19,68.1,Germany,22.48
Pathologist,Transportation,Increasing,High,52143.54,Masters Degree,2,1850,5482,58.69,64.62,India,67.27
"Journalist, magazine",Education,Decreasing,Low,55990.62,Bachelors Degree,11,9240,7383,34.3,71.22,USA,60.04
Charity officer,Transportation,Decreasing,Moderate,110884.95,PhD,19,9449,1529,81.7,37.95,India,58.67
Child psychotherapist,Healthcare,Decreasing,Moderate,103166.1,Masters Degree,17,8257,2537,80.25,60.83,India,53.4
Legal secretary,Entertainment,Decreasing,Moderate,75255.45,Masters Degree,13,4749,3464,50.96,63.73,USA,70.51
"Lighting technician, broadcasting/film/video",Retail,Decreasing,High,48551.92,High School,13,9138,1120,63.38,97.48,UK,71.32
"Buyer, industrial",Transportation,Decreasing,Moderate,96422.75,Masters Degree,18,9721,7356,76.54,59.65,UK,38.03
Public librarian,Entertainment,Decreasing,Moderate,80559.94,PhD,6,259,2362,61.19,64.12,India,45.52
Patent attorney,Manufacturing,Decreasing,High,72429.06,Associate Degree,19,4296,906,46.29,67.88,Brazil,47.63
Information officer,Transportation,Decreasing,High,52418.96,High School,13,1890,3598,72.84,89.48,Australia,29.5
Comptroller,Education,Decreasing,Moderate,53946.79,High School,20,7306,3297,49.11,71.53,Germany,39.41
Facilities manager,Education,Decreasing,Moderate,50278.17,Associate Degree,16,761,1933,70.72,89.98,Germany,40.61
Radiation protection practitioner,IT,Decreasing,High,65881.52,Associate Degree,1,2992,1125,100,30.06,UK,39.77
Manufacturing engineer,Entertainment,Decreasing,High,66821.17,Associate Degree,18,9222,9880,66.07,91.88,USA,62.04
Musician,Education,Increasing,Moderate,61331.95,Associate Degree,17,1953,4526,31.45,51.38,Germany,46.95
"Accountant, chartered management",IT,Increasing,Low,74455.66,Bachelors Degree,0,254,7964,73.11,23.86,Canada,22.38
"Horticulturist, amenity",Entertainment,Decreasing,Low,38867.69,Associate Degree,4,5720,6553,39.52,57.84,UK,71.56
"Journalist, magazine",Entertainment,Decreasing,Moderate,79582.96,Masters Degree,3,2447,1397,66.03,57.77,USA,54.84
"Civil engineer, consulting",Manufacturing,Decreasing,Low,83334.06,Bachelors Degree,17,1340,849,25.8,68.1,UK,68.29
"Engineer, site",Transportation,Decreasing,Low,56379.72,Bachelors Degree,9,6192,1940,56.12,70.9,China,32.49
Office manager,Transportation,Increasing,Low,56103.53,Associate Degree,9,5577,8682,42.19,63.81,UK,21.28
Solicitor,Finance,Decreasing,High,53856.32,Associate Degree,3,2099,2479,49.42,70.85,UK,25.07
Advertising account planner,Retail,Increasing,Moderate,49272.8,Bachelors Degree,11,899,8546,55.24,59.54,Canada,65.87
Communications engineer,Entertainment,Decreasing,Moderate,108518.79,PhD,18,8941,8964,40.35,47.11,India,60.32
Occupational hygienist,Entertainment,Decreasing,Moderate,72119.62,Associate Degree,17,7398,2656,39.82,76.28,China,72.76
Chartered loss adjuster,Transportation,Decreasing,Moderate,38661.49,High School,4,5666,3501,61.67,78.43,Canada,77.34
"Designer, interior/spatial",Transportation,Decreasing,Low,73215.57,High School,18,1025,2097,46.84,82.35,Germany,20.04
Printmaker,Transportation,Increasing,Low,91599.22,PhD,13,1024,9853,78.97,31.79,Australia,29.93
"Scientist, research (life sciences)",Healthcare,Increasing,Moderate,73946.32,High School,18,1572,9349,62.52,77.2,USA,22.24
Scientific laboratory technician,Entertainment,Decreasing,Moderate,70729.19,PhD,4,7896,6282,79.05,55.6,USA,45.67
Futures trader,Retail,Increasing,Moderate,53217.31,High School,17,1163,9322,68.87,82.9,Canada,21.74
"Teacher, early years/pre",Retail,Increasing,Low,45051.65,Bachelors Degree,3,4451,6838,50.38,54.25,China,56.96
Air traffic controller,IT,Decreasing,Moderate,55573.69,High School,7,7041,7732,76.15,56.15,Australia,30.43
Event organiser,Education,Decreasing,Low,94613.2,PhD,16,6858,809,46.49,45.46,India,70.26
"Horticulturist, amenity",Finance,Decreasing,Moderate,90370.24,Bachelors Degree,15,3856,3310,91.41,77.5,Canada,44.28
"Engineer, electrical",Manufacturing,Increasing,Low,73943.64,High School,19,1748,7442,51.27,68.19,USA,43.37
Medical physicist,Entertainment,Increasing,Low,78608.17,Associate Degree,19,3468,8322,36.58,56.29,Germany,30.84
Agricultural engineer,Education,Decreasing,Low,90457.03,PhD,13,5105,3822,63.68,37.79,USA,21
Insurance claims handler,Entertainment,Decreasing,High,74234.78,Masters Degree,6,9710,2704,72.92,65.05,Brazil,76.2
Financial manager,Retail,Decreasing,High,70676.85,Bachelors Degree,15,3296,2403,50.71,67.64,China,59.76
Chief Operating Officer,Retail,Decreasing,High,54716.04,Associate Degree,19,5765,4372,54.8,80.23,China,67.33
Theatre director,Retail,Increasing,Low,29362.63,High School,1,312,6539,55.23,71.06,Brazil,39.9
Public affairs consultant,IT,Decreasing,Moderate,89136.94,Masters Degree,5,4553,3608,97.29,40.98,Canada,62.3
Tax inspector,IT,Decreasing,Moderate,73227.46,High School,15,6904,6465,88.49,74.99,USA,70.99
Garment/textile technologist,Healthcare,Increasing,Low,47034.46,High School,2,5770,9642,44.31,56.28,Germany,33.19
"Engineer, electronics",Transportation,Decreasing,Moderate,71114.5,PhD,5,8658,7935,28.5,67.91,China,28.08
Newspaper journalist,Retail,Decreasing,Moderate,53944.02,PhD,0,754,1252,52.54,57.46,Brazil,66.15
Sports administrator,IT,Decreasing,Moderate,75175.78,Bachelors Degree,0,6029,5701,78.98,45.33,China,63.01
Hydrographic surveyor,Entertainment,Decreasing,High,40297.29,Associate Degree,4,5031,7274,73.32,90.18,Canada,75.38
"Engineer, maintenance (IT)",Entertainment,Decreasing,Moderate,48414.97,Associate Degree,2,8004,648,35.75,66.6,Brazil,44.11
Civil Service fast streamer,Retail,Increasing,Moderate,69018,PhD,7,369,6159,84.13,32.54,USA,62.47
Lobbyist,Healthcare,Decreasing,Moderate,85369.53,Bachelors Degree,10,7741,4870,64.24,49.18,India,25.73
"Accountant, chartered management",Retail,Increasing,Moderate,31477.2,High School,6,175,5786,61.93,74.16,Australia,64.84
Social worker,Healthcare,Decreasing,Moderate,103889.55,PhD,12,7848,8423,51.34,34.43,India,41.5
Regulatory affairs officer,Transportation,Decreasing,High,72111.41,Bachelors Degree,12,7674,6867,40.42,77.64,Australia,59.01
Structural engineer,Healthcare,Decreasing,High,87540.69,PhD,7,5154,2377,86.96,32.1,China,73.14
Restaurant manager,Education,Increasing,High,78197.47,Bachelors Degree,18,2140,7888,41.51,57.39,China,44.05
Sales promotion account executive,Education,Decreasing,Moderate,28000,High School,5,7654,7447,35.84,80.35,Canada,39.56
"Teacher, early years/pre",IT,Decreasing,Low,128771.08,PhD,20,6999,1465,71.79,43.95,Brazil,24.33
"Pharmacist, hospital",Transportation,Increasing,Low,66373.12,PhD,0,6023,9000,41.26,36.42,China,48.96
Museum education officer,Healthcare,Decreasing,Moderate,93873.77,Masters Degree,12,6774,2258,61.03,19.59,China,29.8
Paramedic,IT,Decreasing,Low,111528.66,PhD,9,6817,6098,100,25.52,India,65.89
Corporate treasurer,Entertainment,Decreasing,Low,66635.3,PhD,2,4942,274,64.5,42.12,USA,71.54
Colour technologist,Entertainment,Decreasing,Moderate,28000,High School,0,382,2251,57.93,78.76,Germany,76.8
Volunteer coordinator,IT,Increasing,Moderate,130900.14,PhD,16,3267,8443,100,27.52,Australia,71.5
IT consultant,Healthcare,Decreasing,Low,103305.27,Associate Degree,20,3518,1093,16.82,50.3,UK,57.82
Sports coach,Retail,Decreasing,Low,64120.17,Associate Degree,20,6546,6937,56.14,59.63,Germany,65.37
"Producer, television/film/video",Manufacturing,Decreasing,High,82525.42,PhD,2,9403,2155,68.41,37.04,Australia,30.33
Jewellery designer,Healthcare,Decreasing,Low,91437.68,Bachelors Degree,16,5281,6220,36.17,63.27,Germany,76.68
"Engineer, structural",Entertainment,Decreasing,Moderate,70488.57,Associate Degree,18,6270,4929,63.33,66.17,Australia,28.07
Clinical cytogeneticist,Education,Decreasing,Low,55275.69,Bachelors Degree,8,6442,6276,48.42,43.93,China,29.38
"Engineer, maintenance (IT)",Finance,Decreasing,High,81655.7,Bachelors Degree,12,8400,5794,83.48,55.99,Canada,48.78
Charity officer,Manufacturing,Decreasing,High,35402.4,High School,3,8898,3811,78.24,92.18,India,57.66
Automotive engineer,Education,Increasing,High,37170.92,Associate Degree,8,1625,4987,68.32,65.97,Australia,35.61
Furniture conservator/restorer,IT,Decreasing,Moderate,75413.01,Associate Degree,10,7910,3993,92.12,56.06,Canada,77.92
Biomedical scientist,Entertainment,Decreasing,Moderate,50381.75,Bachelors Degree,5,7515,3262,62.42,66.7,UK,66.71
Secretary/administrator,Healthcare,Increasing,Low,58211.77,Bachelors Degree,2,4446,7901,42.87,46.87,Australia,65.45
Communications engineer,Healthcare,Decreasing,Low,74618.6,Bachelors Degree,10,3307,2051,47.68,38.07,Canada,54.07
"Librarian, public",Entertainment,Increasing,Moderate,75204.79,PhD,9,1033,8127,63.7,43.66,India,60.58
Counselling psychologist,Finance,Decreasing,Moderate,72222.64,Associate Degree,9,4469,860,67.76,66.69,India,75.05
"Engineer, control and instrumentation",IT,Increasing,Moderate,85259.09,High School,17,850,4118,67.66,64.67,Germany,62.8
Barrister,Transportation,Decreasing,Moderate,91208.34,PhD,15,7616,2343,52.53,74.53,Australia,41.99
Database administrator,Manufacturing,Decreasing,Moderate,31817.93,High School,3,8173,8942,81.66,72.24,USA,32.59
Chiropractor,Retail,Decreasing,Moderate,42958.4,High School,18,9446,667,67.68,99.63,Brazil,25.41
"Conservation officer, nature",Transportation,Decreasing,Moderate,97685.17,PhD,14,8395,5924,63.14,35.2,India,63.87
"Pharmacist, hospital",Education,Decreasing,Low,54306.11,Bachelors Degree,12,5905,4899,38.88,55.95,Brazil,37.01
Oncologist,Healthcare,Increasing,Low,99675.48,Masters Degree,16,1395,3873,60.16,28.56,Brazil,68.28
Heritage manager,Entertainment,Decreasing,Low,88418.42,PhD,8,9237,3764,60.36,38.45,Canada,23.52
Broadcast engineer,Retail,Decreasing,High,42217.85,Associate Degree,11,6972,4122,78.91,86.95,Canada,57.8
Corporate investment banker,Transportation,Decreasing,High,60062.35,Bachelors Degree,8,9268,2422,79.24,63.8,China,77.44
"Programme researcher, broadcasting/film/video",Retail,Increasing,Moderate,51683.37,Masters Degree,0,1772,7968,45.2,35.56,Brazil,37.83
